id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	-log10(pvalue)	-log10(padj)
EHD1	1189.420522	0.237792331	0.093143814	2.552958927	0.010681209	0.034552883	1.97137958697865	1.46151571040975
JTB	2048.604864	0.229740465	0.090000986	2.552643883	0.010690874	0.034577529	1.97098678891084	1.46120604576449
IRF2BP1	1177.355831	0.199962304	0.078359826	2.551847211	0.01071535	0.034643427	1.9699936388465	1.46037915321437
PSAP	17499.26991	0.131847056	0.051666324	2.551895425	0.010713867	0.034643427	1.97005374918256	1.46037915321437
SPIDR	449.5049129	-0.538016552	0.210859178	-2.55154438	0.010724666	0.034666915	1.96961622423561	1.46008480438021
PER3	924.9704633	0.278487511	0.1091534	2.551340701	0.010730937	0.034680548	1.96936235481291	1.45991404869595
CPSF1	550.8972862	0.32089631	0.125791745	2.551012477	0.010741048	0.034706588	1.96895334262041	1.45958807966216
ATP5SL	1541.437022	0.166454476	0.065261432	2.550579563	0.010754397	0.034743078	1.96841393552424	1.45913170865231
PCCA	93.14118238	-0.799457948	0.313465623	-2.550384764	0.010760409	0.034755854	1.96817122094962	1.45897203579969
AC018766.5	9.764159078	1.881837617	0.737937386	2.550131829	0.010768219	0.034774433	1.96785612051197	1.45873994248556
PIGC	363.7910967	-0.314032913	0.123148005	-2.550044665	0.010770912	0.034776481	1.96774752234746	1.45871436596763
ATF6B	3517.137948	-0.346740715	0.135989714	-2.549756931	0.010779805	0.034798544	1.96738909519658	1.45843892691532
RAI14	12393.78438	-0.199246263	0.078162758	-2.549120169	0.010799508	0.03485549	1.96659602949011	1.45772880755377
RAD51B	67.45700421	-0.7390995	0.290043424	-2.548237395	0.010826877	0.034930477	1.96549679704596	1.45679548372813
RP11-477D19.2	4.935493245	-2.806041746	1.101165071	-2.548248052	0.010826546	0.034930477	1.96551007452856	1.45679548372813
NKTR	354.711052	0.488576338	0.191758802	2.547869154	0.010838311	0.034960693	1.96503839127841	1.45641996725351
NIPA1	523.4746794	0.328175067	0.128808261	2.54777965	0.010841092	0.034962988	1.9649269700404	1.45639145886202
PRKACA	3599.117153	0.182528519	0.071653637	2.547372719	0.010853744	0.03499711	1.9644204260492	1.45596781744612
ARMC4	214.3575515	2.428038219	0.953760423	2.545752749	0.010904239	0.03515322	1.96240463816718	1.45403488787936
THAP1	253.3877199	0.425282476	0.167063402	2.545635196	0.010907912	0.035158351	1.96225837440373	1.45397150243771
C6orf203	94.27036504	-0.611115849	0.240157258	-2.544648681	0.010938773	0.035251099	1.96103138999662	1.45282733875214
FLRT3	68.87967379	-0.658522522	0.258806718	-2.544456827	0.010944784	0.03525702	1.96079280499909	1.45275439799951
RILP	81.58410963	-0.606092893	0.238200578	-2.544464406	0.010944547	0.03525702	1.96080220937899	1.45275439799951
FGF13	87.81613889	-0.523665635	0.20582089	-2.544278347	0.010950379	0.035268318	1.96057084933891	1.45261525200638
RNPEP	2232.669821	0.134113655	0.052719377	2.543915808	0.01096175	0.035298215	1.9601201069216	1.45224725595073
TFAP2E	23.9665243	1.001895941	0.393863309	2.543765609	0.010966465	0.035306666	1.95993334310943	1.45214329082446
COL8A2	46.27974244	0.658015436	0.258779763	2.542762343	0.010998001	0.035401451	1.95868624516565	1.45097893717255
AKAP8L	868.4778245	0.230672658	0.090726944	2.54249343	0.011006467	0.035406393	1.95835206419247	1.45091831441632
RAP1GAP2	149.4285972	0.70300358	0.276487525	2.54262314	0.011002383	0.035406393	1.958513241054	1.45091831441632
IRF4	2.750304164	-4.204017454	1.653522279	-2.542461936	0.011007459	0.035406393	1.9583129235025	1.45091831441632
PGAM1	8957.446598	0.174418633	0.068604448	2.542380842	0.011010014	0.035406393	1.9582121287922	1.45091831441632
KCTD11	456.8451791	-0.234443294	0.09221315	-2.542406298	0.011009212	0.035406393	1.95824376516077	1.45091831441632
PHLDB2	438.3256756	0.34302062	0.134997552	2.540939556	0.011055503	0.035545914	1.95642149323408	1.44921031418147
CADPS2	63.49880568	0.610868098	0.240509056	2.539896449	0.011088529	0.035645318	1.95512606336893	1.44799750649373
ECD	1257.09411	-0.165992007	0.065365422	-2.539446715	0.011102796	0.035684389	1.95456763973023	1.44752173497824
MEN1	2150.600129	0.159889863	0.062964664	2.539358645	0.011105591	0.035686586	1.95445832489496	1.447494997359
CNTRL	248.0604439	-0.549564257	0.216488684	-2.538535718	0.011131744	0.035757024	1.95343678982145	1.44663863400815
MYH10	2671.593556	0.185125526	0.072924307	2.538598362	0.011129751	0.035757024	1.95351455179608	1.44663863400815
DNAH10OS	65.39852278	0.561988114	0.221392473	2.538424669	0.011135277	0.035761575	1.95329897503091	1.4465833623944
SH3YL1	225.896592	-0.462500261	0.182249336	-2.537733589	0.011157288	0.035825455	1.95244135645292	1.44580828515296
FAM207A	1192.438508	0.295843447	0.116581346	2.537656811	0.011159736	0.035826506	1.95234607915286	1.4457955445805
DCP1A	97.55514644	1.050087748	0.413930627	2.536868933	0.011184882	0.035900412	1.95136859333035	1.44490056734648
LPCAT3	430.1228144	-0.288687965	0.113856253	-2.535547748	0.011227162	0.036022433	1.94973001074705	1.44342695773552
C16orf13	1204.105738	0.213030613	0.084017341	2.535555275	0.011226921	0.036022433	1.94973933332506	1.44342695773552
MADCAM1	8.230439894	1.658408711	0.654246115	2.53483922	0.011249895	0.036074819	1.9488515309867	1.4427958392365
HOXD13	40.12529139	0.730759415	0.288282366	2.534873795	0.011248784	0.036074819	1.94889442249778	1.4427958392365
LUZP2	3.372895655	5.131319859	2.024297208	2.534864861	0.011249071	0.036074819	1.94888334210666	1.4427958392365
UBE2E3	975.43969	-0.200859648	0.079251412	-2.534461448	0.011262032	0.036106886	1.94838324298651	1.44240996522404
COLGALT2	50.93034367	0.672965586	0.265554033	2.53419456	0.011270614	0.036127544	1.94805242383426	1.44216156136312
FGFR3	344.5077639	-0.317824152	0.125436991	-2.533735465	0.011285389	0.036167457	1.94748346648061	1.44168202620363
LAT	2.927917012	3.36335076	1.327459584	2.533674698	0.011287346	0.036167457	1.94740816197691	1.44168202620363
NEDD4L	1145.626011	0.299106609	0.118083936	2.532999988	0.011309096	0.036222625	1.94657210930113	1.44102008020346
RAPGEF1	2615.598747	-0.23262527	0.091835198	-2.533073111	0.011306737	0.036222625	1.94666270960637	1.44102008020346
ZNF280A	3.986679184	-3.514856174	1.387658064	-2.532941122	0.011310995	0.036222625	1.94649918959245	1.44102008020346
ABRACL	312.315135	-0.319560244	0.126169207	-2.532791096	0.011315837	0.036231264	1.94631331700423	1.44091651447086
NSUN7	172.4593245	-0.387090891	0.152859923	-2.532324255	0.011330915	0.036272669	1.94573501834439	1.4404204871732
RASGRF1	19.01703803	-1.25355736	0.495063442	-2.532114582	0.011337694	0.036287492	1.94547526862789	1.44024304690553
MYLIP	163.3284856	0.406881899	0.160707703	2.531813296	0.011347439	0.03630493	1.94510214319931	1.44003439627472
CARM1	1920.126209	0.209445777	0.082724123	2.531858543	0.011345975	0.03630493	1.94515817770539	1.44003439627472
RNF182	51.95622615	-1.110859623	0.438981113	-2.530540814	0.011388683	0.036429988	1.94352649531535	1.43854097181421
PDE12	542.4953473	0.280427599	0.110821144	2.530452112	0.011391563	0.036432303	1.94341668367288	1.43851337477568
ANAPC13	800.9310526	0.218748657	0.086479554	2.529484111	0.011423035	0.036526039	1.9422184925319	1.43739742151142
AACS	500.3569555	0.224301465	0.088685619	2.529175162	0.011433095	0.036551292	1.94183618784864	1.43709726717251
TUBB4A	1019.982795	0.280872877	0.11106183	2.528977568	0.011439534	0.036564957	1.94159166657015	1.43693493296512
CILP2	554.4022319	0.308145885	0.121868376	2.528513905	0.011454655	0.036606365	1.94101798668869	1.4364433942766
EPB41L2	1413.23315	0.700007182	0.27689801	2.52803255	0.011470372	0.03664966	1.9404224971007	1.43593004996716
ZBTB14	52.91715879	0.873307712	0.345513218	2.527566727	0.0114856	0.036691377	1.93984631262543	1.43543598919037
RP11-558F24.4	330.7360693	0.258435436	0.102252283	2.527429493	0.011490089	0.03669878	1.93967660733789	1.43534837302515
ZNF646	661.3213033	0.336658195	0.133205676	2.527356222	0.011492487	0.036699501	1.93958597883991	1.43533984077297
RBFOX2	1521.588416	0.215154713	0.08513855	2.52711273	0.011500458	0.036718016	1.939284863741	1.43512079325321
NOP14	1382.758415	0.18961139	0.075036027	2.526938017	0.011506181	0.036729346	1.9390687985112	1.43498680460107
RP1-93I3.1	15.29223277	-1.245966973	0.493108882	-2.526758325	0.011512069	0.036741201	1.93884661602859	1.43484665153735
RABGGTA	600.8642296	-0.226881964	0.089797197	-2.526604078	0.011517126	0.036750398	1.9386558818557	1.43473795322556
WHAMM	154.1581648	0.392996097	0.155570927	2.526153856	0.011531897	0.036786784	1.93809924527545	1.43430817770579
RPL14	9638.531685	-0.172987807	0.068479544	-2.526123798	0.011532883	0.036786784	1.93806211382574	1.43430817770579
GUSBP9	2.199191928	4.681780929	1.853733856	2.525594984	0.011550255	0.036835242	1.93740842755795	1.43373647257388
CARHSP1	1089.698871	-0.299250018	0.118537668	-2.524514129	0.011585835	0.036941737	1.93607266081019	1.43248268789471
CYB5R4	129.0617374	-0.643313916	0.254860672	-2.524178842	0.011596891	0.036970015	1.93565842478325	1.43215037321873
HSPB11	283.9481493	-0.348082352	0.137983491	-2.522637674	0.011647835	0.037117893	1.93375479008264	1.43041668451257
RAB14	1484.35475	-0.145693485	0.05775583	-2.52257625	0.011649869	0.037117893	1.93367895814843	1.43041668451257
PEMT	1612.318035	-0.217862128	0.08636263	-2.522643494	0.011647642	0.037117893	1.93376198622934	1.43041668451257
TCERG1	1282.461759	-0.332693411	0.13191731	-2.521984495	0.011669485	0.037169335	1.93294830990094	1.42981520883739
ZNF426	10.51214277	2.328120209	0.923155212	2.521916336	0.011671746	0.037169335	1.93286417210832	1.42981520883739
MGEA5	796.844073	-0.336212778	0.133317771	-2.521890182	0.011672614	0.037169335	1.93283187586114	1.42981520883739
ZFPL1	1454.913921	-0.233412008	0.092566994	-2.521546806	0.011684013	0.037198621	1.93240796848853	1.42947315966625
KDM3A	598.5434643	-0.209374477	0.083041881	-2.52131181	0.01169182	0.037216463	1.93211787939128	1.42926490397727
CCDC132	176.8197434	-0.402294673	0.159631328	-2.520148641	0.011730529	0.037332645	1.93068240249652	1.42791123942781
FBXW11	983.2442818	-0.192768275	0.076497263	-2.51993689	0.011737588	0.037348076	1.93042113868569	1.42773176611379
RAB40B	267.3435771	0.360564042	0.143107968	2.519524573	0.011751344	0.037384806	1.92991246033658	1.4273048686845
RP11-1069G10.2	10.67356175	1.46662022	0.582183141	2.519173293	0.011763075	0.037415081	1.92947913396013	1.42695331023475
CPS1	29.03475355	-1.700378941	0.675204704	-2.518316194	0.011791741	0.037481243	1.92842206845264	1.42618601492701
PLCB2	16.90671028	1.395330955	0.554068214	2.518337851	0.011791016	0.037481243	1.92844877131011	1.42618601492701
CASC6	3.83623094	-2.556318308	1.015102422	-2.51828609	0.011792749	0.037481243	1.92838494500091	1.42618601492701
RP4-555D20.2	25.75385675	1.079230336	0.42854642	2.518351069	0.011790573	0.037481243	1.92846508848496	1.42618601492701
RP11-355I22.7	51.0648238	0.746791282	0.296684085	2.517126198	0.011831644	0.037597792	1.92695490621549	1.42483765907161
GRIN3B	72.42556077	0.898721618	0.35706111	2.51699665	0.011835995	0.037604547	1.92679522697481	1.42475963864639
RBM14	2301.669909	-0.22246991	0.088419484	-2.516073365	0.011867048	0.037696116	1.92565730099104	1.42370339479856
BDH2	116.2237079	-0.890905218	0.354122065	-2.515813912	0.011875787	0.037709696	1.92533760036146	1.42354696868307
RP11-231N3.1	28.09754478	-0.917944855	0.364863389	-2.515859041	0.011874266	0.037709696	1.92539322650325	1.42354696868307
SMARCD2	3945.070781	0.153820439	0.061149071	2.515499203	0.011886395	0.037722112	1.92494984168087	1.42340399980883
CALHM2	268.9549942	0.317945576	0.126393555	2.515520483	0.011885677	0.037722112	1.92497607611581	1.42340399980883
FMN2	2.276799233	5.609968041	2.23010001	2.515567919	0.011884078	0.037722112	1.92503450640907	1.42340399980883
CLN5	193.7454903	-0.357159535	0.142002038	-2.51517189	0.011897436	0.037750062	1.9245466227277	1.42308233075702
FIZ1	559.0026516	0.30508923	0.12130679	2.515021878	0.0119025	0.037759038	1.92436180985345	1.42297907890293
ZFP62	240.295839	-0.498330896	0.198156741	-2.514831918	0.011908914	0.037772296	1.92412784097833	1.4228266156537
HPS5	453.8208055	-0.301012891	0.119734749	-2.51399775	0.01193712	0.037854649	1.92310044029028	1.42188077637367
UBXN6	2109.554192	-0.326897249	0.130039349	-2.513833312	0.011942687	0.037865196	1.92289794975721	1.42175979081354
DEPTOR	335.8017301	0.256285991	0.101954951	2.513717968	0.011946593	0.037870475	1.92275593172557	1.42169924759676
KCNN3	35.55544981	-1.200474887	0.477651316	-2.513287092	0.011961195	0.037909652	1.92222542937936	1.42125020225712
ABCA12	6.559611168	2.684588835	1.068410789	2.512693491	0.011981338	0.037966371	1.9214946799793	1.42060091273631
SERP2	19.7936131	1.088692958	0.433333557	2.512367068	0.011992428	0.037994385	1.92109288026641	1.42028058084894
PTCD3	529.8882455	-0.29683761	0.118154676	-2.512279834	0.011995393	0.037996655	1.92098551885618	1.42025463440909
CAP1	10889.7984	0.190624972	0.075908375	2.511250855	0.012030417	0.038100456	1.91971931882306	1.41906982650027
ARVCF	297.2277152	0.311018111	0.123897418	2.510287266	0.012063298	0.038185774	1.91853394365574	1.41809840211462
CCDC176	64.58780653	-0.662543705	0.263924147	-2.510356525	0.012060932	0.038185774	1.91861913109986	1.41809840211462
PAPSS2	76.60556476	0.632510428	0.251969814	2.510262714	0.012064137	0.038185774	1.91850373961039	1.41809840211462
PINK1-AS	227.1153249	-0.36303179	0.144704968	-2.508772122	0.012115161	0.038340095	1.91667081009049	1.41634681535142
TUBA8	479.2887503	-0.247156454	0.098546712	-2.508013204	0.012141213	0.038415344	1.91573792175417	1.41549527345772
GEMIN5	642.0035999	-0.191750335	0.076461851	-2.507790925	0.012148853	0.038432319	1.91546472282987	1.41530340948522
CTNNA2	56.53629363	-0.643923481	0.256802362	-2.507467125	0.012159989	0.038460348	1.91506681792854	1.41498679046166
SUCLA2	36.98659932	1.521797179	0.607100145	2.506665814	0.012187588	0.038540424	1.91408223547585	1.41408351179143
CDC42	3977.669012	0.109414771	0.043651224	2.506568229	0.012190953	0.038541706	1.91396234307205	1.41406906575767
BEND5	27.09804818	-1.392572269	0.555579566	-2.506521755	0.012192555	0.038541706	1.9139052766515	1.41406906575767
C15orf27	46.88239202	-0.764388351	0.305079226	-2.50554048	0.01222644	0.038641589	1.91269997905715	1.41294502304995
GPR114	2.654937829	-4.152802208	1.658119107	-2.504525875	0.012261564	0.038745349	1.91145413069456	1.41178042283161
RP1-152L7.5	7.671871091	3.808421237	1.520935763	2.503998743	0.012279847	0.038795867	1.91080704422658	1.41121453818671
RP11-706O15.5	288.1779258	0.358690879	0.143286071	2.503319944	0.012303427	0.038863095	1.90997390320363	1.41046261578211
UBA52	10145.29543	0.183167961	0.073207948	2.502022872	0.012348595	0.038998478	1.90838245280582	1.40895234192477
RAB8A	1231.749188	0.333152967	0.133245839	2.50028796	0.012409239	0.039182678	1.90625485091339	1.40690588480691
LINC00327	5.713854037	2.346280925	0.93846906	2.500115375	0.012415287	0.039194447	1.90604323655439	1.40677545869608
KIAA1462	62.27080798	0.597928128	0.239175284	2.49995785	0.012420808	0.039204554	1.90585015145997	1.4066634824133
SCPEP1	644.024297	-0.227776562	0.091142095	-2.499136791	0.012449624	0.039280832	1.90484376480849	1.40581932207699
MAGEC1	7.834804276	-1.759046823	0.703853375	-2.499166565	0.012448578	0.039280832	1.90488025515654	1.40581932207699
XRCC2	377.6209285	0.291875529	0.116816812	2.498574691	0.012469386	0.039335838	1.90415493091416	1.40521159330471
LARP1B	543.6398124	-0.286443832	0.114692667	-2.497490382	0.012507586	0.039448977	1.90282650230048	1.40396425453354
COL6A1	1739.366496	0.145986865	0.058459182	2.49724439	0.012516266	0.039468988	1.90252521565171	1.40374400893892
DNAJB4	77.42710487	0.641232614	0.256794788	2.497062413	0.012522691	0.03948188	1.90230233559265	1.40360217580517
PFN1	16739.66589	0.211235444	0.084618022	2.496341063	0.012548189	0.039553628	1.90141894861002	1.40281367529861
PCDHGB7	183.8587867	-0.3943655	0.157980884	-2.496286189	0.01255013	0.039553628	1.9013517755383	1.40281367529861
CECR6	3.46320258	-2.648794948	1.061267393	-2.495878951	0.012564547	0.03959168	1.90085316476713	1.40239606937057
AC005077.12	7.326558266	2.64827225	1.06154158	2.494741892	0.012604878	0.039711359	1.89946135341341	1.40108525027931
ATP6V1F	3191.010927	0.214371529	0.085933443	2.494622831	0.012609108	0.039717279	1.89931563542375	1.40102051233586
MAPK13	518.1032996	0.560111613	0.224540372	2.494480651	0.01261416	0.039725788	1.89914166464788	1.40092747937779
ARHGAP24	318.6631888	-0.332954919	0.133553423	-2.493046686	0.012665219	0.039879155	1.89738729622722	1.39925405253503
ADAP1	313.7513253	0.580371011	0.232853088	2.492434251	0.012687082	0.03994055	1.89663825316312	1.39858595898659
HNRNPA1P48	97.20674252	-0.593718468	0.238215626	-2.492357355	0.012689829	0.039941757	1.89654423013987	1.39857283484285
CEP76	211.4384299	-0.58602244	0.235193237	-2.491663649	0.012714638	0.04001239	1.8956960001631	1.39780550678617
PTGDS	71.93665896	-0.592813839	0.237938965	-2.491453375	0.012722166	0.040028626	1.8954389420079	1.39762931698606
ENTHD2	173.8528045	0.548704214	0.220254576	2.491227301	0.012730265	0.040043783	1.8951625557462	1.39746490076272
OTUB1	4811.705495	0.197570361	0.079307733	2.491186594	0.012731724	0.040043783	1.89511278464232	1.39746490076272
LIPT1	38.47617066	-1.116451873	0.448207577	-2.490925925	0.012741068	0.040065715	1.89479416642246	1.39722710257267
CAPZB	4409.336464	0.145018305	0.058229615	2.490456184	0.012757923	0.04011125	1.89422002334687	1.39673380374651
RP11-169D4.2	15.39670247	1.232178424	0.494877325	2.489866401	0.012779112	0.040170396	1.89349932355624	1.39609388696967
DUS2	273.8962675	-0.308389696	0.123865433	-2.489715563	0.012784536	0.040179972	1.89331502956932	1.39599037023211
DGCR5	11.43164857	1.296788986	0.521095083	2.488584191	0.012825287	0.040300548	1.89193290761017	1.39468904835621
C3orf14	78.40347398	-0.567792383	0.228205933	-2.488070205	0.012843838	0.040351335	1.89130518084999	1.39414209232872
KLHDC8B	300.1981968	-0.412319028	0.165752456	-2.487559089	0.012862308	0.040401852	1.89068109504101	1.39359872659866
TNFRSF10B	1182.375878	0.253743639	0.102014459	2.487330137	0.01287059	0.040420351	1.89040154417011	1.39339991950203
RNASEH2C	1238.639269	0.284195892	0.114271539	2.487022522	0.012881724	0.040447801	1.89002601014526	1.39310508442317
DAP	4557.483789	-0.128755748	0.051774061	-2.486877519	0.012886976	0.040456771	1.88984898028729	1.3930087827823
PNKP	399.7051426	0.264509712	0.106408683	2.485790665	0.012926398	0.040572992	1.88852247640787	1.39176296466005
GADD45B	353.939289	0.349238442	0.140498869	2.485702875	0.012929587	0.040575464	1.8884153472376	1.39173650510648
ZNF410	1016.967251	0.368367997	0.148217277	2.485324282	0.012943347	0.040611103	1.88795340560899	1.39135521488553
PPFIA2	21.30865916	-1.407448293	0.566498037	-2.484471617	0.012974385	0.040693375	1.88691321902374	1.39047628942683
MICU2	308.2419636	-0.283355366	0.114048882	-2.484508053	0.012973057	0.040693375	1.88695767373897	1.39047628942683
SLC16A2	186.1218055	-0.423630621	0.170525465	-2.484266041	0.012981878	0.040708534	1.88666247656183	1.39031453719747
NOTUM	33.35154876	-0.993827907	0.400058439	-2.484206831	0.012984037	0.040708534	1.88659025559149	1.39031453719747
SEMA6B	2222.485485	-0.164080008	0.066054412	-2.484012843	0.012991112	0.04072316	1.88635367303826	1.39015852936198
TOM1	488.8329137	0.298062487	0.120027125	2.483292718	0.013017407	0.040798017	1.88547551636255	1.38936094541225
TMEM171	5.877287515	1.898450014	0.764690967	2.482636903	0.013041394	0.040865616	1.88467598420605	1.38864195022898
PHF21B	3.082439399	-4.584138195	1.846733045	-2.482296078	0.013053876	0.040897143	1.88426051702472	1.38830702995533
ODF2L	311.1515174	-0.298410084	0.120244892	-2.481686157	0.013076239	0.040959609	1.88351715023356	1.38764419778303
AL121761.2	15.74415508	-1.407944113	0.567752991	-2.479853274	0.013143646	0.041163121	1.88128414634087	1.38549170432525
LRRC49	323.827277	-0.413705289	0.16683463	-2.479732702	0.013148091	0.04116941	1.88113729875979	1.38542535684464
DDX3X	518.4902156	-1.593933346	0.643065485	-2.478648571	0.013188117	0.041287091	1.87981720861495	1.38418571550635
SERINC3	2531.154277	0.15578302	0.062859499	2.478273325	0.013201997	0.041322886	1.87936037027278	1.38380935486525
ZNF226	72.90128623	0.82791181	0.334096283	2.478063518	0.013209763	0.041339535	1.87910497411261	1.38363441276122
RNF220	2218.793004	0.243838015	0.098404812	2.477907427	0.013215543	0.041349965	1.87891498788158	1.38352485371272
PAK6	378.7043318	-0.35740676	0.144281541	-2.477148208	0.013243689	0.041430361	1.87799102628676	1.38268128249642
ETNK2	1188.238857	0.229732641	0.092750212	2.476896116	0.013253047	0.041451959	1.87768426186637	1.38245494007665
PRKD2	1102.225964	0.288433163	0.11647965	2.476253693	0.01327692	0.041518941	1.87690266157528	1.38175373232053
CELSR2	8736.293439	-0.150748095	0.060887695	-2.475838437	0.013292371	0.041559568	1.87639754574089	1.38132897546017
RP11-252A24.2	77.12924535	0.633950888	0.25607104	2.475683654	0.013298135	0.041569896	1.87620926249175	1.3812210620149
WNK2	1860.236664	-0.24896354	0.100579433	-2.47529274	0.013312701	0.04160773	1.87573382203169	1.38082597743863
RBBP7	1804.43673	-0.15131048	0.061146621	-2.474551781	0.013340348	0.041686429	1.87483284114598	1.3800053064093
SUCLG2	634.5718267	-0.241748612	0.097706808	-2.474224852	0.013352563	0.041716883	1.87443536426781	1.3796881486269
LYPD8	3.058174215	2.808165559	1.135047415	2.474051322	0.01335905	0.041729435	1.87422442467689	1.37955749542353
HGS	4718.803019	0.195741654	0.079126246	2.473789208	0.013368855	0.041752343	1.87390578708924	1.37931914836194
ADRB1	9.523375319	1.590319405	0.642893192	2.473691471	0.013372513	0.041756047	1.87378697123623	1.37928062225068
SLC23A1	7.343420179	-3.446078669	1.393142292	-2.47360136	0.013375885	0.041758862	1.87367747376272	1.37925134510768
PTK6	18.9354596	1.037458927	0.419443698	2.473416414	0.013382811	0.041772763	1.87345265535985	1.37910679799397
MPC1	102.8814092	-0.498710831	0.20165018	-2.47314845	0.01339285	0.041796378	1.87312699523829	1.37886135178403
ZNF740	1199.648827	0.263269273	0.106460728	2.472923862	0.013401269	0.041814929	1.87285407524689	1.37866863629243
UEVLD	544.5795412	-0.32420633	0.131117268	-2.472644023	0.013411766	0.041839956	1.87251403247221	1.37840878085606
CHN2	70.88982432	-0.707742671	0.286329043	-2.471780939	0.013444187	0.041933355	1.87146545540345	1.37744038921348
KAT6B	1028.889226	0.412532072	0.166958846	2.47086083	0.013478826	0.042025881	1.87034793301772	1.37648317355945
CYHR1	1131.772451	0.196262016	0.079430381	2.470868371	0.013478542	0.042025881	1.87035708373547	1.37648317355945
APBA3	366.5428167	0.327827374	0.132681687	2.470780872	0.01348184	0.042027522	1.87025083129376	1.37646621583449
TAF1	724.6650466	-0.286680238	0.116035498	-2.470625315	0.013487705	0.042030297	1.87006194140507	1.37643754111506
UBE3B	942.730347	0.192081045	0.077743865	2.470690726	0.013485239	0.042030297	1.87014135210606	1.37643754111506
TMEM131	1352.778481	0.210431349	0.085184079	2.47031314	0.013499483	0.04205924	1.86968286369363	1.37613857917201
NRBP2	438.2474627	0.348233526	0.14105596	2.468761515	0.013558154	0.042234251	1.86779943747405	1.37433520337435
MTFMT	333.7119678	-0.268094965	0.108678153	-2.466870826	0.013629952	0.042450076	1.86550567359833	1.37212152788526
MLF1	639.7774884	0.358377401	0.145302994	2.466414425	0.013647333	0.042496378	1.86495221137424	1.37164808363548
TMEM219	408.9783447	-0.296434259	0.120216704	-2.465832527	0.013669523	0.04254979	1.8642466399371	1.37110257898871
KCNK3	23.01031207	1.160819811	0.47075651	2.465860348	0.013668461	0.04254979	1.86428038205502	1.37110257898871
RB1	564.6791993	0.474563623	0.192473188	2.465608991	0.013678056	0.042568507	1.86397562253301	1.3709115815126
NPIPB4	318.7421054	0.735524571	0.298333334	2.465445485	0.0136843	0.042580097	1.86377741337353	1.37079335354784
TMEM238	81.5029559	0.657907225	0.266955641	2.464481444	0.013721167	0.042686952	1.86260894984596	1.36970485425764
IQCB1	366.3320849	0.28336261	0.114985873	2.464325417	0.013727142	0.042697678	1.86241987374876	1.36959574228661
OSBPL3	300.0305643	0.330952513	0.134309018	2.464112366	0.013735304	0.042715204	1.86216172400742	1.36941751518507
MCF2L	263.4488743	0.566494407	0.229983375	2.46319721	0.013770415	0.042816513	1.86105297118141	1.36838870477915
NAT1	148.2670576	-0.603934867	0.245221085	-2.46281786	0.013784992	0.042852255	1.86059348159715	1.36802631940499
RGPD2	62.19646444	-1.002653926	0.407125114	-2.462766093	0.013786983	0.042852255	1.86053075991581	1.36802631940499
SLCO1A2	11.43829271	2.685482204	1.090562768	2.462473763	0.013798227	0.042879316	1.86017671458319	1.36775215101573
LFNG	250.3088733	-0.35473879	0.144090106	-2.461923294	0.013819422	0.042937284	1.85951012103273	1.36716543034966
RP5-1065J22.8	26.85165818	-0.973773271	0.395548169	-2.461832331	0.013822927	0.042940279	1.85939998551804	1.36713513810734
CLPX	528.414469	-0.313234991	0.127265775	-2.461266517	0.013844748	0.043000158	1.85871494480865	1.36652994864362
SCFD1	374.472437	-0.301395472	0.122530883	-2.459751071	0.013903341	0.043166272	1.8568808253924	1.36485545701295
TOP3B	810.0437307	-0.229130801	0.093151658	-2.459760848	0.013902962	0.043166272	1.8568926642628	1.36485545701295
CHST14	818.1666162	-0.20635525	0.083903676	-2.459430376	0.013915769	0.043196918	1.85649278909792	1.36454723798466
EIF6	5630.637375	0.193812516	0.078808295	2.459290808	0.01392118	0.043205779	1.85632395109263	1.36445816013058
ZBTB5	602.6448684	0.208077699	0.084632994	2.45858843	0.013948442	0.043282438	1.85547429909936	1.36368828440504
HS6ST2	490.7461218	0.225026777	0.091536175	2.458337114	0.013958208	0.043304789	1.8551703342678	1.36346407313239
SLC35C2	1393.185411	-0.236490351	0.096216252	-2.457904421	0.013975036	0.043349038	1.85464706468796	1.36302053592543
EHHADH	278.1922104	-0.338920652	0.13790724	-2.457598693	0.013986937	0.043377991	1.85427738126532	1.36273056568785
WIPI2	954.5784707	0.170466823	0.069377663	2.45708511	0.01400695	0.043424114	1.85365642162888	1.36226903387882
RBMXL1	441.164519	-0.635906951	0.258801205	-2.457125153	0.014005389	0.043424114	1.85370482413372	1.36226903387882
FOXJ2	452.0326523	0.357340626	0.145471663	2.456427717	0.014032603	0.043487685	1.85286176135362	1.36163371071786
APOM	23.78184215	-0.94920044	0.386409055	-2.456465314	0.014031135	0.043487685	1.85290719680487	1.36163371071786
HNRNPU-AS1	33.87902932	1.054665189	0.429362731	2.456350106	0.014035634	0.043489103	1.85276796518254	1.36161954993797
RP11-116O18.1	6.154814699	2.460932397	1.002346673	2.455170913	0.014081762	0.043624028	1.85134300009447	1.36027423657005
SLC8A2	61.25851054	-0.804346391	0.327623381	-2.455094593	0.014084752	0.043625292	1.85125079553513	1.36026165313158
RNASEK-C17orf49	5.446612712	-3.843220345	1.565717758	-2.454606091	0.014103904	0.043676606	1.8506606567788	1.35975111693199
GPM6B	26.30523802	-1.046471809	0.426377201	-2.454333407	0.014114605	0.043695429	1.85033127116359	1.35956399240961
